created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Feb 12 23:41:16 +0000 2024;1757188150311395765;"Heboh! Film Dirty Vote Mendadak Hilang dari Pencarian YouTube, Ada Apa?  #DirtyVote #Pemilu2024 #YouTube   https://t.co/33pSKOBzxp";0;0;0;1;in;1504683416314585090;1757188150311395765;disway_id;https://twitter.com/disway_id/status/1757188150311395765
Mon Feb 12 23:40:05 +0000 2024;1757187852675465520;"Ini kampanye terselubung ga sih? sampai hari tenang terakhir, hari ini bali baliho ini masih terpasang di depan lampu merah pondok pinang Jaksel, dibawahnya juga ada tulisan serupa yg membentang panjang. @bawaslu_RI @BawasluJak tolong ditertibkan! Jelas banget itu 02 #Pemilu2024 https://t.co/c594IsTLqG";0;0;0;0;in;794177900538785792;1757187852675465520;Harfa_qba_s;https://twitter.com/Harfa_qba_s/status/1757187852675465520
Mon Feb 12 23:37:53 +0000 2024;1757187299383914525;"Dia mengimbau kepada pihak yang tidak suka dengan Prabowo-Gibran agar tidak menyebarkan fitnah, harus berdasarkan bukti dan fakta empirik, sehingga tidak menimbulkan opini negatif di masyarakat.  #Pemilu2024 #Pemilu2024AmanDamai #StopHoax #IndonesiaMaju  https://t.co/3v5DWjTB97";0;1;0;0;in;1718771376402894848;1757187299383914525;livisiato;https://twitter.com/livisiato/status/1757187299383914525
Mon Feb 12 23:35:44 +0000 2024;1757186759103037718;"jadi kalian pilih siapa? #Pemilu2024 #capres #pilih https://t.co/fIYhLGOCkc";0;0;0;0;in;1258951497200459776;1757186759103037718;setelfilm;https://twitter.com/setelfilm/status/1757186759103037718
Mon Feb 12 23:34:06 +0000 2024;1757186347205263415;"[ #Pemilu2024 ] "Kompas" Sajikan Laporan Langsung Proses dan Hasil Hitung Cepat Pemilu 2024 #AdadiKompas  https://t.co/YeidU55nbE";0;0;0;0;in;771030588;1757186347205263415;KompasData;https://twitter.com/KompasData/status/1757186347205263415
Mon Feb 12 23:33:31 +0000 2024;1757186200245510443;"@tvOneNews @Maruahalsiahaa2 Apapun yang di-boost di masa tenang #Pemilu2024 nggak perlu diperhatikan, karena hanya mengotori pikiran.";0;0;0;0;in;1109807975420461058;1756938721222627575;IndoDaSe;https://twitter.com/IndoDaSe/status/1757186200245510443
Mon Feb 12 23:32:30 +0000 2024;1757185941918425105;"Keseruannya besok   #Pemilu2024  #midjourney6 https://t.co/ELtnDwXEOS";0;0;0;0;in;44554738;1757185941918425105;hedwigus;https://twitter.com/hedwigus/status/1757185941918425105
Mon Feb 12 23:31:45 +0000 2024;1757185756320125297;"#sobatlppom, waspadailah, bahan inilah yang membuat potensi Tinta #pemilu2024 @kpu_ri menjadi haram sehingga harus bersertifikat halal @bpjh_kemenagri. #video #pemilu #kpu #bawaslu #dkpp #reels #tiktok #info #update #kamuharustau #fyp #shorts #lph #lppommui #sertifikasihalal https://t.co/13dmwmnd3R";0;1;0;1;in;108848973;1757185756320125297;lppom_mui;https://twitter.com/lppom_mui/status/1757185756320125297
Mon Feb 12 23:29:58 +0000 2024;1757185305445118044;""Kompas" Sajikan Laporan Langsung Proses dan Hasil Hitung Cepat Pemilu 2024 #Pemilu2024 #AdadiKompas  https://t.co/2a2Q8THgBG";0;1;2;3;in;255866913;1757185305445118044;hariankompas;https://twitter.com/hariankompas/status/1757185305445118044
Mon Feb 12 23:29:09 +0000 2024;1757185099060187575;"[ #Pemilu2024 ] KPU Targetkan Hari Ini Logistik Sampai ke TPS #AdadiKompas  https://t.co/aRSOdoTSDq";0;0;0;0;in;771030588;1757185099060187575;KompasData;https://twitter.com/KompasData/status/1757185099060187575
Mon Feb 12 23:28:30 +0000 2024;1757184935688028317;"Apapun yang di-buzz di masa tenang #Pemilu2024, tidak perlu diperhatikan, karena hanya mengotori pikiran.";0;0;0;0;in;1109807975420461058;1757184935688028317;IndoDaSe;https://twitter.com/IndoDaSe/status/1757184935688028317
Mon Feb 12 23:27:47 +0000 2024;1757184757367181455;"Potongan video Henry Yoso saat membacakan informasi tersebut, Kadiv Humas Polri Irjen Sandi Nugroho menegaskan bahwa pernyataan itu bohong alias hoax.  https://t.co/0ZNLGtMglB.  #polri #pemiludamai #kapolri #pemilu2024 #stopsebarhoax14 #jokowi #netral https://t.co/h9a0gKrBfd";0;0;0;0;in;1667805353927655426;1757184757367181455;anisaaswa151004;https://twitter.com/anisaaswa151004/status/1757184757367181455
